fid,X,FECHA,HORA,MES,N,UBICACION,CRUCE,UBICACION_CRUCE,NUCLEO,ALCOHOLEMIA,GRAVEDAD,HERIDO_HOSP-24,HERIDO_HOSP+24,FALLECIDOS,ALCANCE,ATROPELLO,CAIDA,CHOQUE,COLISION,MARCHA_ATRAS,SALIDA_DE_VIA,SIN_CLASIF,VUELCO,AUTOR_DESC,N_VEHÍC,TURISMO,FURGON,CAMION,AUTOBUS,MOTOCICLET,CICLOMOTOR,BICICLETA,VMP,PEATON,ANIMAL,OTROS,DIA_SEMANA,DESNIVEL,TIPO_VIA,SENTIDO_UNICO,CARRILES_SENTIDO,VELOCIDAD_TRAMO,AÑO,Horario_Sol_AMANECER,Horario_Sol_OCASO,Aemet_prec
"722",2.43404633674158,2021/06/16,19:00:00,JUNIO,"71",CL BONAVIDA,FALSO,,PAGUERA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",06:21,21:19,"0,0"
"723",2.56025750334644,2021/06/16,09:15:00,JUNIO,"4",CL SANT VICENT,FALSO,,COSTA DEN BLANES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",06:21,21:19,"0,0"
"724",2.53275517961328,2021/06/16,22:20:00,JUNIO,"18",AV OLIVERA,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",06:21,21:19,"0,0"
"725",2.513099787879,2021/06/17,19:30:00,JUNIO,,CM SON FONT,FALSO,,SON FONT,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",06:21,21:19,"0,0"
"726",2.54694366307118,2021/06/18,13:18:00,JUNIO,"16",CL JARDIEL PONCELA,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",06:22,21:20,"0,0"
"727",2.59031540085474,2021/06/18,09:38:00,JUNIO,"83",PS ILLETES,FALSO,,CAS CATALA-SES ILLETES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",06:22,21:20,"0,0"
"728",2.54164919776684,2021/06/18,00:55:00,JUNIO,"3",CL VORANOVA,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",06:22,21:20,"0,0"
"729",2.53428541679778,2021/06/18,00:55:00,JUNIO,"9",CL CAMELIES,FALSO,,BADIA DE PALMA,Positivo,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",06:22,21:20,"0,0"
"730",2.45286126317961,2021/06/18,15:30:00,JUNIO,,AV PEGUERA,VERDADERO,CR CAPDELLA,PAGUERA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",06:22,21:20,"0,0"
"731",2.46959289209031,2021/06/20,18:55:00,JUNIO,,GV PENYES ROTGES,VERDADERO,AV SANTA PONSA,SANTA PONSA,Negativa,HERIDO_HOSP-24,"2","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",06:22,21:20,"0,1"
"732",2.57053106527649,2021/06/20,16:40:00,JUNIO,"9",CL PANORAMICA,FALSO,,PORTALS NOUS,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",06:22,21:20,"0,1"
"733",2.49104728347906,2021/06/21,17:50:00,JUNIO,"21",AV GOLF,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",06:22,21:20,"0,0"
"734",2.53702896894786,2021/06/21,16:10:00,JUNIO,"40",PS MAR,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",06:22,21:20,"0,0"
"735",2.53370749981034,2021/06/22,20:00:00,JUNIO,"11",AV CAS SABONERS,FALSO,,MAGALUF,Negativa,HERIDO_HOSP-24,"1","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2021",06:22,21:21,"0,0"
"736",2.53543348307123,2021/06/22,10:00:00,JUNIO,"47",AV PERE VAQUER,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2021",06:22,21:21,"0,0"
"737",2.51939939375021,2021/06/22,13:15:00,JUNIO,,AV PORTALS VELLS,FALSO,,PORTALS VELLS,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2021",06:22,21:21,"0,0"
"738",2.54316933693946,2021/06/23,16:36:00,JUNIO,"44",CL TORRENOVA,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",06:23,21:21,"3,3"
"739",2.53614422775337,2021/06/23,18:50:00,JUNIO,"48",PS MAR,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",06:23,21:21,"3,3"
"740",2.48884669365993,2021/06/23,17:00:00,JUNIO,"53",CL RAMON DE MONTCADA,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",06:23,21:21,"3,3"
"741",2.53273109973881,2021/06/23,18:00:00,JUNIO,"18",AV OLIVERA,FALSO,,MAGALUF,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",06:23,21:21,"3,3"
"742",2.46841841563196,2021/06/23,11:00:00,JUNIO,"10",AV MAR,FALSO,,COSTA DE LA CALMA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",06:23,21:21,"3,3"
"743",2.54298213533465,2021/06/23,11:40:00,JUNIO,,CL UETAM,VERDADERO,CL ROSES BERMEJO,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",06:23,21:21,"3,3"
"744",2.50257722625809,2021/06/24,19:10:00,JUNIO,"6",CL MUSSOL,FALSO,,SON FERRER,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",06:23,21:21,"0,0"
"745",2.58911218390104,2021/06/24,15:30:00,JUNIO,"5",CL CALA CONTESA,FALSO,,CAS CATALA-SES ILLETES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",06:23,21:21,"0,0"
"746",2.53691012311576,2021/06/25,18:00:00,JUNIO,"3",CL DUC DEXTREMERA,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",06:23,21:21,"0,0"
"747",2.48827188375307,2021/06/25,10:15:00,JUNIO,"122",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",06:23,21:21,"0,0"
"748",2.50365659323336,2021/06/26,10:50:00,JUNIO,"11",CL VICENTE CHINCHILLA,FALSO,,CALVIA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",06:24,21:21,"0,0"
"749",2.48303179235884,2021/06/26,21:00:00,JUNIO,"1",(GV PUIG DE MASSANELLA),FALSO,,SANTA PONSA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"7",,,,,,"2021",06:24,21:21,"0,0"
"750",2.52625071208892,2021/06/27,15:10:00,JUNIO,,CL QUEVEDO,FALSO,,BADIA DE PALMA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",06:24,21:21,"0,0"
"751",2.50312594452893,2021/06/27,15:30:00,JUNIO,"19",CL ASTOR,FALSO,,SON FERRER,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",06:24,21:21,"0,0"
"752",2.48589767384693,2021/06/27,22:30:00,JUNIO,,CL RIU LLOBREGAT,FALSO,,SANTA PONSA,Positivo,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",06:24,21:21,"0,0"
"753",2.53747716532119,2021/06/27,11:50:00,JUNIO,"3",AV SON MATIES,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",06:24,21:21,"0,0"
"754",2.53814455136495,2021/06/27,13:50:00,JUNIO,"3",CL PUNTA MARROIG,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",06:24,21:21,"0,0"
"755",2.48361975151177,2021/06/27,19:00:00,JUNIO,"4",(GV PUIG DE MASSANELLA),FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2021",06:24,21:21,"0,0"
"756",2.59483159780972,2021/06/28,15:15:00,JUNIO,"2",PS ILLETES,FALSO,,CAS CATALA-SES ILLETES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",06:24,21:21,"0,0"
"757",2.50854935727612,2021/06/28,15:10:00,JUNIO,"51",CL VALENCIA,FALSO,,SON BUGADELLES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",06:24,21:21,"0,0"
"758",2.53618918639171,2021/06/28,16:30:00,JUNIO,"48",PS MAR,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",06:24,21:21,"0,0"
"759",2.45647972162187,2021/06/29,21:00:00,JUNIO,"3",CL ROMANA,FALSO,,PAGUERA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"3",,,,,,"2021",06:25,21:21,"0,0"
"760",2.53803332468843,2021/06/29,11:35:00,JUNIO,"3",PS MAR,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2021",06:25,21:21,"0,0"
"761",2.53304539768179,2021/06/30,20:55:00,JUNIO,,CL CARLOS SAENZ DE TEJADA GARCIA,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",06:25,21:21,"0,0"
"762",2.56604801511644,2021/06/30,16:00:00,JUNIO,"4",CL BENITO J. FEIJOO,FALSO,,COSTA DEN BLANES,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",06:25,21:21,"0,0"
"763",2.50722652874855,2021/07/01,15:10:00,JULIO,,CL TUDO,VERDADERO,CL CAN FERRER,SON FERRER,Negativa,Sin Heridos,"0","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",06:26,21:21,"0,0"
"764",2.50102304624329,2021/07/02,19:45:00,JULIO,,CR MAGALUF-S.PONSA,FALSO,,SON FERRER,Positivo,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",06:26,21:21,"0,0"
"765",2.54332106830255,2021/07/02,13:52:00,JULIO,,CL UETAM,VERDADERO,CL MARQUES TORRE,PALMANOVA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",06:26,21:21,"0,0"
"766",2.5463709037728,2021/07/02,10:45:00,JULIO,"1",CL SARAGOSSA,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",06:26,21:21,"0,0"
"767",2.56713618276842,2021/07/02,11:30:00,JULIO,"2",CL BENITO J. FEIJOO,FALSO,,COSTA DEN BLANES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",06:26,21:21,"0,0"
"768",2.54136896762788,2021/07/02,08:30:00,JULIO,"7",CL S. MIQUEL LIRIA,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"2",FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2021",06:26,21:21,"0,0"
"769",2.53276269065583,2021/07/02,15:15:00,JULIO,,CL CARLOS SAENZ DE TEJADA GARCIA,VERDADERO,AV OLIVERA,MAGALUF,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,"6",,,,,,"2021",06:26,21:21,"0,0"
"770",2.52911890473294,2021/07/03,00:00:00,JULIO,"2",AV PALMERES,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",06:27,21:20,"0,0"
"771",2.59257652018649,2021/07/03,14:46:00,JULIO,"7000",CR ANDRATX,FALSO,,CAS CATALA-SES ILLETES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2021",06:27,21:20,"0,0"
"772",2.446820499627,2021/07/04,14:05:00,JULIO,,CL NOGUER,VERDADERO,AV PEGUERA,PAGUERA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",,,,,,"2021",06:27,21:20,"0,0"
"773",2.59235014213998,2021/07/05,11:59:00,JULIO,"18",CL FALCO,FALSO,,CAS CATALA-SES ILLETES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",06:28,21:20,"0,0"
"774",2.52569438399982,2021/07/05,16:25:00,JULIO,"31",CL ROSA,FALSO,,BADIA DE PALMA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",06:28,21:20,"0,0"
"775",2.51721359162765,2021/07/05,07:40:00,JULIO,,CR MAGALUF-S.PONSA,FALSO,,SA PORRASSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2021",06:28,21:20,"0,0"
"776",2.46208215292947,2021/07/06,10:15:00,JULIO,"4",GV PENYES ROTGES,FALSO,,SANTA PONSA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2021",06:28,21:20,"0,0"
"777",2.4826993239064,2021/07/06,21:00:00,JULIO,"62",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2021",06:28,21:20,"0,0"
"778",2.46260617618529,2021/07/06,10:20:00,JULIO,,CR PAGUERA-CAPDELLA,FALSO,,ES CAPDELLA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2021",06:28,21:20,"0,0"
"779",2.53463422074409,2021/07/07,15:00:00,JULIO,"9",AV MAGALUF,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",06:29,21:19,"0,0"
"780",2.52167407758118,2021/07/07,10:00:00,JULIO,,CR CALA FIGUERA,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2021",06:29,21:19,"0,0"
"781",2.52153992762769,2021/07/07,09:40:00,JULIO,,GV PUIG MAJOR,VERDADERO,AV BALEAR,SOL DE MALLORCA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,"4",,,,,,"2021",06:29,21:19,"0,0"
"782",2.50719426697639,2021/07/08,15:35:00,JULIO,,CL TUDO,VERDADERO,CL CAN FERRER,SON FERRER,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2021",06:30,21:19,"0,0"
